crop,soil_type,temperature,humidity,rainfall,fertilizer,irrigation,yield
2,3,30.6,44.3,730.6,76.3,1,8.227
4,3,19.1,50.4,1447.1,293.7,2,2.695
1,1,21.6,84.1,1313.3,132.3,3,3.025
0,5,11.1,66.5,641.5,103.8,0,4.882
1,3,14.7,27.3,1463.7,286.3,4,4.643
6,0,20.8,46.7,2804.4,74.5,2,4.399
1,4,28.8,83.3,309.6,207.2,1,4.472
4,5,20.9,68.5,2683.9,148.9,2,1.83
2,1,11.6,51.6,1078.0,215.4,0,7.647
0,5,15.0,91.7,1275.7,101.2,1,4.646
2,5,21.4,80.4,1579.6,38.4,3,4.97
7,1,32.7,35.7,2752.8,19.3,0,18.358
7,4,25.7,50.1,2500.7,6.8,1,25.029
3,1,37.5,57.7,1272.2,134.8,1,3.05
1,0,24.1,30.0,1230.0,222.5,3,4.653
2,2,29.1,86.1,238.0,115.6,2,5.209
6,1,39.2,44.3,2422.3,275.5,2,3.918
1,2,35.3,38.5,2037.0,28.0,1,2.965
6,2,41.6,47.3,1642.7,153.4,0,3.995
3,5,32.4,89.5,1182.8,270.6,1,4.154
3,2,11.3,46.4,2259.4,14.3,2,2.22
2,0,22.6,65.4,1593.7,205.7,3,8.738
3,1,12.2,60.5,1053.9,152.5,3,2.94
0,3,39.3,26.4,2890.8,138.7,0,5.001
0,1,13.5,71.2,1025.3,230.2,0,6.102
1,2,17.4,77.0,1642.8,242.7,2,4.714
3,2,21.1,37.1,107.6,135.3,2,2.352
1,4,17.0,70.3,1323.1,44.0,1,4.032
2,3,30.1,80.5,484.7,155.6,3,6.734
7,4,40.9,82.5,693.0,55.8,4,20.532
5,4,29.3,73.0,153.2,93.5,2,53.21
5,5,24.6,61.2,2512.3,197.8,3,68.229
6,4,39.8,49.2,408.8,147.6,0,3.718
3,2,41.5,42.3,331.0,21.0,3,1.653
2,0,31.0,76.3,1130.7,246.1,3,9.257
7,5,41.6,37.6,2321.5,101.6,4,17.681
2,1,22.8,68.1,1159.2,117.8,3,5.384
1,3,11.7,31.7,2010.7,194.1,4,4.295
7,1,25.6,74.8,2620.0,280.2,4,30.992
4,2,17.6,79.3,2917.3,139.9,3,1.562
2,1,41.6,62.4,428.0,248.5,4,5.239
7,2,38.1,78.5,164.3,150.5,1,18.782
4,1,31.7,38.9,1532.6,237.5,4,1.791
1,1,22.7,50.5,135.2,74.8,3,2.136
5,4,10.5,87.3,810.4,218.9,3,65.79
7,2,23.1,82.6,2073.8,237.0,1,34.644
5,5,12.5,64.2,1063.0,46.5,4,51.881
4,0,27.9,71.6,2937.1,218.5,0,2.885
6,4,15.6,45.0,1598.8,79.0,4,4.356
7,5,18.4,59.7,1313.3,233.6,1,31.717
7,1,17.0,75.0,1172.8,83.7,4,23.011
6,4,12.7,81.8,2184.8,218.9,3,4.373
0,1,37.6,77.0,1301.5,142.1,3,3.97
3,4,39.4,52.4,2550.4,0.1,1,2.927
5,2,14.8,43.5,2848.7,110.1,0,64.418
6,1,37.8,67.3,1880.9,159.6,4,3.829
6,0,34.8,46.8,1746.6,294.5,0,6.85
1,3,25.1,72.4,2636.1,224.8,1,6.045
4,3,26.4,55.8,1586.0,201.8,1,2.619
6,1,35.5,56.0,1023.6,217.0,3,3.803
2,4,28.3,58.9,1694.9,147.5,1,9.256
3,4,29.2,37.4,980.8,101.0,4,3.809
6,0,37.0,57.9,1230.3,117.8,4,4.941
6,2,28.5,71.6,1372.8,286.0,3,4.751
6,5,28.7,91.4,1506.7,271.8,0,5.481
0,0,40.3,52.8,729.7,112.1,0,6.018
5,2,39.9,47.2,2824.1,110.6,2,52.335
3,0,32.5,66.9,1520.7,9.6,2,3.227
7,5,13.2,43.2,613.4,8.6,4,18.558
7,3,11.1,74.2,909.3,173.8,1,29.811
4,0,38.1,87.7,2011.8,103.4,2,1.747
2,4,34.6,85.7,1605.8,298.0,0,10.441
5,4,10.8,70.0,2689.0,265.5,2,86.596
2,4,26.4,34.6,1088.9,56.3,4,7.073
6,4,17.4,35.4,1996.1,204.4,1,5.212
4,3,38.8,82.3,2972.1,57.7,1,1.709
2,3,24.1,29.0,2937.6,176.5,1,8.301
0,3,23.3,78.0,758.3,66.4,0,6.505
0,2,22.3,66.2,2190.4,72.4,3,4.374
0,1,29.4,59.2,1283.2,63.4,3,3.53
6,0,20.2,36.7,862.4,10.7,2,3.739
6,2,13.0,37.0,397.4,183.8,0,3.757
2,1,31.9,70.0,144.1,258.4,0,6.034
5,1,31.8,94.5,773.8,187.2,0,64.481
3,0,31.7,29.6,991.6,86.4,3,2.983
7,4,21.8,30.0,2692.9,266.5,3,27.295
4,1,19.0,28.7,2407.2,125.1,4,1.451
3,5,38.8,83.4,1705.2,184.8,2,2.855
2,0,22.9,56.2,2633.7,138.6,3,7.823
7,2,26.4,42.0,634.6,19.5,0,21.421
7,5,31.7,57.9,1224.9,112.8,1,26.915
7,3,37.2,86.2,594.6,40.9,2,19.335
3,1,17.3,90.0,2180.6,228.8,3,3.181
2,2,26.7,37.0,985.8,96.4,1,6.714
2,4,26.2,84.6,2074.7,269.2,4,10.072
5,4,29.9,47.1,1671.5,27.4,4,64.401
7,4,37.8,69.2,1471.6,201.6,4,31.246
1,4,18.4,60.9,1058.7,258.2,0,6.501
4,3,21.1,54.3,149.1,109.5,2,1.443
1,4,20.8,75.8,1578.8,38.9,3,3.316
0,1,20.3,89.8,2399.7,276.7,1,6.561
0,1,16.8,44.0,982.3,154.3,2,5.007
3,2,25.1,52.9,999.4,135.4,3,3.287
3,2,34.9,75.3,1540.6,12.4,1,2.831
4,0,28.7,94.8,1422.0,224.6,3,2.115
0,4,13.5,55.0,386.1,185.7,0,5.933
5,2,28.5,49.8,2480.6,234.8,4,79.486
0,3,11.5,84.2,2742.6,246.2,3,6.141
1,2,10.1,70.2,1310.4,89.3,3,2.747
0,4,22.5,90.8,1338.6,166.4,0,7.359
5,5,35.2,93.2,272.9,243.7,0,55.597
0,3,19.3,67.9,1126.0,100.1,4,6.366
5,5,28.1,34.9,2143.9,271.5,1,80.845
1,5,10.3,59.4,1640.9,60.4,1,3.343
0,3,12.3,80.0,1193.2,30.1,0,5.173
3,5,40.6,85.7,106.2,114.1,2,1.715
5,3,21.7,88.3,1559.4,139.4,4,81.488
2,2,15.7,60.9,2460.6,233.1,2,8.455
7,5,21.1,26.3,2493.1,42.8,0,20.165
4,3,38.6,87.0,1670.9,193.9,3,1.721
1,2,22.8,54.6,1915.9,86.0,0,4.343
5,3,15.1,38.7,2921.6,45.9,0,66.298
1,0,40.4,30.1,956.3,58.1,3,2.512
4,1,12.6,54.3,1722.0,56.2,3,1.302
5,4,19.4,49.2,2265.5,254.1,0,96.446
3,4,14.9,30.8,1961.1,141.6,3,2.891
7,2,24.6,49.1,2111.8,227.9,1,33.547
7,5,14.9,43.6,840.7,184.1,1,26.726
1,5,24.7,42.6,1173.9,6.1,1,3.13
0,4,26.8,93.2,2743.2,48.5,4,4.94
0,2,24.0,68.6,2537.6,204.8,1,6.759
5,2,39.1,47.9,1546.3,287.6,2,75.226
6,4,12.6,67.5,400.8,250.8,2,4.629
3,1,20.3,42.3,126.1,70.6,4,1.993
6,1,28.9,45.9,201.7,11.2,1,2.167
2,5,27.0,29.3,2323.0,215.8,0,7.76
6,0,15.3,73.9,2362.8,99.0,1,5.245
4,0,37.6,40.7,2829.6,179.7,3,1.829
2,2,32.9,85.7,225.1,172.2,3,4.683
7,1,19.7,80.7,1073.8,1.0,3,15.433
3,5,29.6,76.7,2325.1,271.6,3,3.849
2,4,19.5,36.1,1362.6,120.6,0,8.471
6,3,22.1,74.7,158.1,171.0,3,3.65
1,3,16.1,90.9,1611.3,299.2,2,5.976
4,5,21.0,57.2,656.8,67.5,1,1.802
7,5,41.2,88.1,469.4,247.1,2,20.256
0,1,31.7,58.4,567.0,96.3,0,4.98
2,3,30.0,53.6,836.7,257.9,3,9.158
3,3,11.8,64.5,710.8,284.7,1,5.446
0,4,22.9,39.5,1981.4,261.4,1,8.058
4,2,39.8,66.6,2422.9,119.2,2,1.603
3,3,14.3,37.1,1137.2,87.2,3,3.016
6,1,36.8,61.8,704.1,157.4,0,4.254
5,4,31.8,84.3,2111.5,279.6,4,95.529
2,0,38.6,58.3,2840.8,64.3,1,7.601
1,5,25.0,57.1,2952.6,117.7,0,4.172
0,3,29.2,37.7,1668.7,82.4,4,5.552
4,1,32.9,76.1,1586.2,213.6,1,2.138
1,5,23.2,57.3,843.6,218.3,0,5.047
0,3,34.0,55.6,2145.3,170.2,2,6.803
0,2,17.9,76.2,1374.4,89.4,4,5.487
5,0,35.6,42.0,2203.7,20.5,4,60.549
3,3,14.3,34.3,164.9,14.9,3,1.744
0,5,36.6,47.8,2210.7,28.2,4,3.812
0,5,34.4,93.1,208.9,85.5,1,3.644
3,3,31.7,41.2,1576.1,266.3,1,5.098
3,2,15.7,69.4,1156.0,255.7,0,5.004
3,2,21.7,39.7,2350.8,145.9,1,3.695
5,2,11.4,77.6,329.5,196.9,3,44.653
5,3,37.8,56.6,144.6,127.9,3,45.413
4,0,30.7,37.8,2276.5,101.7,0,2.341
0,5,23.1,74.4,757.9,238.6,4,7.08
0,5,17.2,95.0,1537.6,231.4,1,6.408
6,3,16.8,25.4,972.8,224.7,2,4.539
6,1,39.3,74.5,2195.1,25.5,4,2.937
5,0,38.7,85.4,1576.3,130.0,3,64.02
0,4,20.9,53.6,1111.2,229.1,1,7.827
0,5,23.1,61.8,2846.8,178.6,1,6.393
2,3,29.1,70.1,2296.8,35.4,2,7.13
5,4,30.3,35.9,2194.5,216.6,2,75.337
2,3,14.1,73.8,1568.1,7.7,3,5.477
2,4,13.4,92.8,679.0,18.0,0,6.023
7,5,28.4,87.3,1987.5,142.6,0,27.472
1,0,26.7,63.5,381.8,39.7,1,4.064
6,5,25.8,85.0,403.0,134.8,1,3.901
4,2,32.7,34.4,2460.8,181.8,4,1.833
0,0,12.7,92.9,212.2,226.1,1,5.365
5,1,33.3,95.0,2971.8,223.3,1,63.673
4,3,13.2,90.3,1186.2,24.2,2,1.547
3,5,26.4,73.6,260.9,85.4,3,2.094
7,3,19.7,59.6,482.8,286.7,0,39.473
2,0,35.3,70.9,1865.4,123.5,1,8.153
4,4,15.8,55.4,2440.0,88.2,2,1.763
5,1,12.5,32.4,1536.0,182.8,2,54.484
5,5,10.3,58.7,1301.9,32.0,1,46.288
6,1,28.5,86.1,2604.5,111.5,0,4.175
7,4,38.9,38.9,174.8,6.1,1,13.073
1,4,20.0,47.4,1084.5,204.0,0,5.729
0,3,11.0,91.2,2784.6,48.8,3,3.857
1,5,37.3,47.1,1618.6,145.6,1,3.95
7,1,28.5,71.0,664.4,117.2,1,24.419
5,2,15.1,89.6,107.7,268.1,2,48.853
5,1,32.2,66.5,2648.2,107.1,3,52.269
5,3,28.3,42.8,2424.0,21.1,2,57.81
0,0,32.4,43.0,1735.8,159.9,2,6.87
3,0,26.2,40.6,1679.9,42.2,1,3.861
1,0,26.4,72.3,2884.7,76.1,2,4.763
1,4,16.2,87.4,190.1,268.6,3,3.313
0,3,24.7,64.7,533.2,140.7,2,6.276
5,2,18.7,25.2,1305.6,218.5,3,51.308
3,3,41.0,87.1,851.8,36.7,2,2.825
0,1,20.0,59.3,2341.0,50.5,0,5.1
7,0,35.7,94.2,1104.5,179.8,4,30.737
6,4,33.0,77.8,358.0,258.4,1,5.033
2,0,39.2,50.8,232.1,90.1,4,4.789
3,1,27.5,77.0,729.1,18.4,3,2.273
7,0,33.0,52.4,2724.3,168.0,4,32.323
3,0,33.7,76.4,1464.7,63.4,4,3.925
5,4,41.7,44.1,2637.5,230.0,2,67.83
0,5,13.3,80.3,1643.8,87.7,2,4.759
1,0,40.5,54.6,600.1,244.7,3,4.464
0,4,13.7,92.0,1168.0,193.9,4,6.481
3,1,34.8,45.2,1039.5,203.7,0,3.927
5,3,19.9,88.0,2095.7,295.8,4,101.038
4,0,15.1,26.0,2368.1,243.7,1,2.219
7,3,21.8,54.1,2512.9,93.0,2,29.468
7,5,10.4,59.9,1115.0,174.1,3,21.288
0,4,25.5,31.0,2545.7,215.4,2,6.434
1,1,21.9,44.6,893.7,52.4,3,2.779
5,2,30.3,64.8,1209.5,97.7,0,72.278
1,5,33.8,83.4,1119.7,18.9,0,3.021
7,0,18.5,83.5,1048.6,146.4,3,28.646
5,1,39.3,79.4,762.2,7.4,4,37.522
7,5,15.8,27.7,897.7,250.5,4,24.454
7,4,23.7,55.9,290.3,120.4,1,23.929
1,5,23.2,54.7,2137.6,282.8,3,4.396
1,2,31.0,83.4,1719.3,9.3,0,3.228
4,2,31.5,26.4,1555.8,176.5,1,1.864
4,4,40.8,49.4,1104.9,178.7,2,1.733
2,0,28.5,25.1,2711.9,171.1,4,8.317
7,4,36.3,63.2,1080.6,75.3,2,23.629
3,3,20.4,69.6,2656.5,159.9,2,4.584
6,2,24.0,28.1,809.4,229.7,4,4.687
1,5,17.8,92.6,123.9,263.9,1,3.09
5,2,20.2,63.8,2219.0,12.7,4,50.953
7,0,14.2,71.5,720.8,129.9,0,33.08
1,2,19.5,91.2,2964.2,142.0,3,3.21
6,4,14.6,83.7,2220.5,199.3,1,5.343
7,1,28.5,41.2,235.4,283.6,0,22.494
1,2,13.7,83.6,180.1,250.2,2,3.081
1,1,15.7,85.1,1270.2,119.6,1,3.678
7,3,35.6,59.5,434.7,131.4,3,21.722
4,0,10.1,44.2,1833.1,239.8,1,2.454
3,2,34.6,55.0,2299.5,111.5,1,3.702
0,5,21.2,89.5,2805.6,72.6,0,4.914
1,4,14.3,44.1,653.2,264.9,1,5.518
1,1,34.2,67.4,2097.0,84.7,2,3.352
7,4,29.1,55.5,2944.4,106.9,3,22.747
4,4,14.1,76.3,880.7,134.6,3,1.756
7,0,36.7,28.7,2558.0,188.9,1,29.917
0,3,13.8,54.2,311.0,29.6,1,4.239
0,4,39.6,51.3,2297.8,159.1,2,5.373
5,2,32.2,30.6,1824.2,176.8,3,56.474
2,3,25.2,38.5,1919.4,293.8,4,10.992
5,1,38.8,31.9,439.6,89.8,3,32.003
6,2,25.5,83.2,2698.5,124.4,0,4.837
6,0,23.8,70.4,1156.4,69.2,4,4.818
3,1,37.8,41.6,335.4,188.1,4,2.695
0,4,32.0,39.9,2587.0,17.6,4,4.525
2,3,36.3,62.8,746.6,122.1,4,7.745
3,3,28.5,36.6,1267.9,103.0,4,3.843
1,5,40.2,75.6,2099.5,290.4,4,4.357
0,3,25.7,32.8,1430.0,209.1,4,7.096
0,2,31.6,48.9,1676.2,252.2,3,5.615
2,1,37.4,51.7,2246.1,188.3,1,6.564
6,3,32.7,84.8,2089.0,5.4,4,4.07
7,2,16.4,31.7,446.3,234.9,0,25.48
4,2,39.0,60.4,1822.9,212.4,1,2.021
0,3,29.6,28.0,453.1,259.6,1,6.735
6,0,24.8,78.3,1621.3,66.8,4,4.877
7,4,20.8,33.6,345.5,13.9,0,16.208
2,4,10.1,59.7,390.7,226.3,1,7.142
7,2,35.0,35.6,1976.8,275.2,3,22.718
3,5,13.5,42.6,2694.2,214.5,2,3.636
3,5,35.1,72.5,1471.1,269.9,4,4.389
7,0,37.9,80.8,1593.4,39.2,4,24.484
7,0,11.8,74.2,2684.7,190.8,2,29.635
2,5,12.8,83.7,2581.0,249.3,2,7.152
5,5,32.4,45.5,2475.5,21.0,1,55.282
7,1,24.7,44.4,1445.8,135.0,4,22.106
7,2,10.7,85.0,2113.8,230.4,0,29.02
1,0,41.6,82.5,1361.4,218.2,0,5.045
6,1,31.7,45.0,831.2,114.4,3,3.104
4,1,38.5,67.6,2855.8,299.6,4,1.908
3,4,30.1,80.7,2367.1,106.6,3,3.18
2,3,40.4,30.4,182.6,265.2,3,4.315
5,2,28.5,50.5,332.9,266.1,0,70.133
6,0,19.0,81.9,443.4,226.8,3,4.535
1,0,28.3,79.1,2791.2,78.3,4,4.577
6,4,39.7,88.1,360.6,39.6,2,2.495
6,5,22.2,66.6,302.4,76.8,1,3.233
1,3,13.8,73.3,1285.6,61.8,2,3.781
1,4,34.6,36.5,2284.5,228.2,4,4.804
3,1,28.2,53.7,658.3,223.5,3,3.192
4,4,38.9,81.4,895.9,263.7,4,2.31
0,4,34.6,66.4,1000.5,298.3,2,7.938
3,4,34.1,65.8,2814.0,260.3,3,4.287
5,5,26.3,73.6,424.2,169.6,1,63.216
7,2,32.6,87.5,2872.0,154.3,0,26.396
7,1,17.1,94.1,987.4,38.2,1,19.507
3,5,28.0,75.0,2211.5,200.0,4,4.085
7,3,33.7,71.2,762.5,126.9,0,32.789
2,2,24.4,78.1,297.0,201.9,2,6.701
4,3,15.7,50.5,1183.0,298.0,0,2.918
7,1,28.2,40.5,2294.2,92.9,4,20.879
7,3,24.0,80.3,2472.0,87.1,2,28.194
6,5,35.2,57.3,2997.4,251.7,1,5.085
5,1,34.9,31.5,600.7,3.7,4,40.522
6,0,38.9,82.0,1011.3,292.1,2,5.812
6,4,38.9,80.3,1281.3,169.3,1,4.647
0,4,10.5,81.6,2821.5,236.8,0,7.229
7,2,35.1,75.9,2134.3,214.9,3,23.129
1,3,17.7,35.8,2670.7,82.5,0,3.931
1,0,25.7,40.2,592.2,0.0,3,2.972
0,3,24.1,70.1,1839.1,105.0,3,5.768
2,0,20.8,45.7,294.4,268.7,0,9.074
7,2,26.9,31.7,1265.8,287.2,1,32.116
2,3,25.3,55.1,132.0,278.0,3,6.16
7,5,14.2,33.0,239.2,170.1,1,17.856
6,1,32.0,47.3,612.7,30.7,4,3.004
5,1,33.8,82.1,2089.6,132.0,2,60.907
2,4,26.6,74.3,2682.2,274.8,3,8.804
4,4,21.8,37.1,385.3,98.2,3,1.272
7,4,31.9,26.4,440.9,253.3,1,25.93
1,3,26.4,89.0,2906.7,254.1,4,5.975
6,0,38.7,80.5,1684.9,126.6,3,3.788
0,0,20.3,52.1,1905.5,47.4,1,6.76
3,1,39.3,57.8,897.6,42.5,0,2.655
7,5,23.7,92.7,2199.4,123.5,4,23.323
3,3,31.9,83.6,2152.3,121.8,4,4.094
5,0,30.9,30.6,802.8,232.1,3,73.333
2,0,23.7,85.9,1402.0,293.8,0,12.35
6,1,38.0,43.4,695.5,79.3,1,3.287
4,1,12.3,53.0,1773.1,256.5,1,1.961
2,5,10.8,51.4,2118.1,75.8,3,4.788
0,5,40.7,40.2,241.6,87.7,0,3.4
6,1,30.6,57.1,2397.6,7.2,1,3.408
5,2,41.8,72.5,772.4,32.5,3,40.424
5,1,34.0,60.7,2451.4,131.1,3,57.073
1,2,16.8,39.6,463.6,56.9,1,3.074
2,1,41.1,29.8,1312.0,73.8,0,4.568
0,2,33.2,71.3,1379.6,201.3,3,5.527
0,5,16.4,81.5,256.2,20.9,1,3.246
4,1,27.6,44.1,809.1,41.1,4,1.44
2,4,20.9,88.0,244.4,105.1,0,6.41
1,3,41.3,80.8,975.2,254.3,1,4.931
4,1,40.5,79.1,2804.0,212.1,0,1.838
5,0,12.5,58.1,2426.0,236.7,1,92.892
5,4,41.2,47.9,2777.1,80.8,0,63.913
4,2,16.6,80.7,1931.8,95.3,4,1.754
5,2,34.4,67.6,397.5,255.7,2,65.736
4,1,24.5,79.2,706.3,135.9,1,1.882
5,0,39.5,30.1,2429.5,64.6,4,57.247
3,1,36.8,65.9,1268.8,284.0,1,4.227
3,4,24.3,44.4,402.6,22.5,4,2.678
6,5,31.3,72.7,210.2,181.7,0,3.496
3,4,29.3,55.6,2487.0,277.1,2,5.084
6,0,11.9,88.4,647.9,77.0,3,3.441
4,1,20.1,80.5,478.3,228.8,2,1.795
7,0,39.9,87.6,2351.2,215.5,4,30.99
2,2,25.7,33.9,114.4,203.4,0,5.224
5,0,24.9,32.0,1074.7,113.8,0,73.406
7,0,18.7,68.0,2933.8,33.4,0,26.809
5,0,11.1,67.4,1895.5,158.9,4,76.298
4,5,13.3,39.7,2913.2,200.4,0,1.925
0,0,27.1,80.8,1827.8,94.4,4,6.98
3,0,30.2,41.9,1366.7,222.1,3,4.585
4,3,11.3,50.4,1870.9,35.8,0,1.745
2,5,36.1,68.3,2840.4,193.9,0,8.121
1,2,30.7,94.0,720.3,179.4,3,3.468
5,2,23.7,53.7,2966.3,140.9,0,80.884
2,1,25.9,55.2,2867.7,61.7,0,6.177
6,2,18.8,60.4,2880.2,51.7,3,3.101
4,1,38.2,85.0,1187.7,138.6,1,1.557
1,4,23.8,92.9,506.9,176.2,1,4.475
7,3,13.6,88.8,664.4,183.9,2,28.124
3,0,35.4,35.5,2013.2,97.1,1,3.817
2,0,37.7,29.7,1985.9,36.0,0,6.332
1,3,36.0,79.2,521.3,139.1,1,4.146
5,2,18.1,47.9,325.7,149.2,0,60.406
0,4,11.6,52.8,1173.0,85.4,2,4.991
7,0,12.0,75.0,1629.2,270.3,1,38.396
3,5,24.6,39.4,2291.6,135.4,1,3.296
3,0,40.7,33.4,2239.9,38.5,1,3.093
7,0,27.1,41.1,2256.8,158.4,4,30.895
0,2,27.3,38.3,641.9,173.0,1,5.916
3,3,38.2,40.0,2918.9,42.8,2,2.98
2,2,28.3,79.7,1163.3,293.4,1,9.748
4,2,24.2,63.9,1601.1,257.6,0,2.628
7,1,38.4,64.4,831.1,286.5,4,25.466
1,5,36.7,68.0,2748.4,69.6,4,3.335
7,0,28.5,82.8,223.3,125.9,1,25.786
5,5,36.1,46.0,534.1,67.9,3,40.409
6,5,37.9,92.9,2787.1,239.2,1,4.539
6,5,17.0,34.6,1698.9,181.6,1,4.322
0,5,16.5,85.1,2065.5,163.8,2,4.995
5,1,17.0,29.5,2242.6,63.5,1,42.344
6,1,36.9,65.7,1037.9,154.9,2,3.653
7,3,19.6,68.9,2481.9,153.5,1,34.24
2,2,16.0,70.8,1189.7,294.7,3,8.054
4,5,22.9,51.2,884.3,89.1,2,1.65
6,2,12.3,86.1,1936.6,267.2,4,4.744
2,4,10.5,66.4,136.7,0.4,3,2.656
6,5,16.1,70.7,255.7,94.0,0,3.202
4,4,12.9,30.5,1335.8,283.8,3,1.725
7,5,13.2,67.4,2071.6,192.9,1,27.171
0,4,13.7,94.4,977.2,190.5,2,6.049
4,0,38.2,66.0,2357.9,74.6,4,1.942
3,5,38.8,45.0,2711.8,39.3,3,2.166
5,0,36.0,32.7,453.1,178.3,2,62.239
2,2,13.2,81.1,2753.7,227.0,1,8.19
3,5,12.3,69.4,2084.7,160.1,2,3.111
2,1,12.9,68.8,1536.1,82.6,4,5.855
5,3,18.9,58.3,1465.2,116.5,0,84.386
0,0,39.9,79.4,540.8,52.3,0,5.412
5,5,32.6,94.0,1613.9,247.9,0,78.988
3,3,28.1,75.6,1317.0,29.0,1,3.777
6,0,29.2,30.5,932.0,96.6,0,4.519
2,3,16.9,75.5,2450.9,123.6,4,8.477
0,0,41.3,44.1,559.3,15.6,1,4.489
1,1,32.2,89.2,1244.4,54.0,4,2.884
7,4,40.1,84.5,2550.3,277.3,0,31.289
1,2,29.3,71.8,1999.6,133.8,2,4.221
3,5,37.6,36.2,1503.2,65.5,4,2.738
0,4,20.8,77.7,953.6,229.0,3,6.96
4,4,17.1,34.0,1377.0,266.3,1,2.344
5,2,31.8,54.9,1815.4,220.2,2,73.249
5,3,32.3,33.3,826.9,41.9,0,59.727
2,0,34.1,28.2,685.9,237.6,2,8.196
2,1,35.5,57.0,1052.0,47.5,2,5.321
6,4,39.3,79.5,263.5,157.5,1,3.36
7,1,27.9,30.9,2720.9,272.1,3,22.849
2,1,17.1,47.9,732.4,117.4,1,6.542
6,1,18.3,57.8,775.8,176.6,0,4.697
7,5,34.4,50.7,1681.2,154.9,4,25.235
7,5,21.9,27.0,497.5,52.0,3,14.131
0,4,31.4,71.7,1590.7,109.0,3,5.198
3,2,23.4,67.9,2308.9,163.7,4,4.194
0,1,33.0,67.8,617.7,112.8,2,4.724
2,4,16.3,76.3,1880.9,61.9,1,7.264
0,2,24.6,50.1,948.9,52.3,2,4.87
4,5,25.7,38.6,2275.0,82.7,4,1.474
1,0,11.9,73.7,253.2,245.1,0,4.323
6,2,20.4,58.7,1830.3,86.2,4,3.933
0,4,41.9,37.5,2949.0,112.8,4,4.826
5,2,14.7,63.6,519.5,183.4,1,66.538
6,3,12.5,68.8,1329.4,167.0,4,5.029
3,2,40.7,57.1,1616.6,71.9,1,2.955
4,0,25.3,62.6,1526.6,240.7,4,3.003
6,3,26.9,48.4,702.9,240.1,0,6.608
6,1,40.7,61.4,1262.0,156.4,4,3.935
3,4,15.7,65.9,2029.1,213.8,4,4.58
1,3,26.9,63.7,2731.1,187.4,3,4.927
1,1,26.1,85.7,2404.7,288.8,3,4.061
0,1,13.2,64.3,1293.3,214.5,2,5.355
7,3,13.4,59.6,2634.6,266.2,2,35.912
0,1,27.7,92.7,2988.8,35.0,3,3.864
5,1,36.8,51.3,1643.3,282.6,2,71.949
4,5,40.1,55.0,1139.3,132.2,4,1.656
3,2,35.6,56.6,2470.7,160.1,3,3.32
5,2,11.8,36.9,927.4,84.8,4,48.681
6,3,31.8,39.5,420.4,248.8,0,5.443
7,2,24.2,84.5,1885.9,87.7,4,26.179
2,1,38.6,49.0,2994.8,1.1,0,4.687
2,5,38.3,91.2,429.4,260.4,4,5.764
7,3,41.4,74.6,281.1,10.5,4,15.902
1,2,12.1,56.1,2566.8,23.0,3,2.51
6,3,10.2,57.5,171.5,272.6,1,4.002
2,0,39.9,35.9,198.2,297.0,3,5.584
1,0,35.3,81.8,662.4,71.0,1,4.427
0,1,28.1,69.6,2244.3,54.3,0,5.075
4,0,34.4,92.2,900.8,74.0,0,2.08
1,2,27.6,25.2,216.1,60.3,3,1.971
1,0,18.3,58.3,968.3,97.0,1,5.19
4,3,30.3,82.9,1340.3,192.3,1,2.451
7,5,39.2,37.2,2519.8,45.1,4,16.181
4,2,28.5,28.0,1801.6,82.4,2,1.474
6,2,28.5,54.2,580.8,46.2,3,3.222
5,2,26.2,43.8,1635.8,264.8,3,69.604
1,3,40.4,68.8,2469.2,196.1,1,4.776
3,5,10.1,49.0,2909.7,208.5,4,3.317
0,3,15.4,32.4,2729.6,299.3,3,6.202
3,1,36.4,78.6,1187.5,169.7,1,3.132
0,5,35.7,91.3,193.0,13.7,2,2.506
0,1,28.1,38.8,1999.0,205.5,4,5.572
6,1,12.1,63.6,404.3,6.7,2,2.349
6,3,31.4,37.8,1879.0,123.6,4,4.488
6,0,40.0,25.3,2667.8,19.9,3,2.43
6,3,40.2,67.8,2176.0,228.6,1,5.41
6,2,19.6,55.4,340.5,30.7,3,2.905
5,3,32.5,45.9,2299.4,61.7,3,51.022
0,4,27.2,88.6,269.7,176.5,4,5.613
4,2,36.9,40.4,2229.2,227.2,4,1.991
2,4,25.1,31.5,233.2,33.5,4,4.552
4,5,39.9,91.8,2880.8,251.3,0,1.783
0,5,36.3,30.7,1017.9,289.9,3,4.96
0,4,13.2,46.4,1552.5,69.5,0,5.408
2,3,14.7,84.9,2057.9,51.1,2,6.497
3,0,40.1,78.3,2119.1,71.7,2,3.215
1,1,38.7,55.7,778.8,123.6,1,3.373
6,3,23.8,82.9,171.5,202.6,4,4.199
7,0,32.2,93.3,2890.6,70.5,0,29.036
2,5,15.4,65.7,1502.7,218.7,4,8.212
7,2,16.8,43.6,375.0,104.1,1,19.505
7,1,19.2,42.4,2085.9,56.0,0,22.34
1,3,30.5,92.9,499.2,125.6,3,3.253
5,4,21.3,51.3,1397.1,237.0,2,89.132
4,5,22.9,45.4,779.8,159.8,4,1.902
1,5,30.9,88.8,1200.4,251.4,1,4.657
1,4,26.5,39.9,1655.6,250.6,1,5.95
3,5,24.9,26.4,508.8,203.7,1,3.37
4,4,17.3,31.9,1356.9,37.8,3,1.406
7,0,20.8,65.0,1397.4,197.7,1,38.185
